"ID","Input","Output","se_variance","se_lengthscale","noise"
"8",-96,-171.022329395796,1.96,0.17,0
"8",-95,-166.333509443411,1.96,0.17,0
"8",-93,-145.814538405144,1.96,0.17,0
"8",-92,-159.19168078292,1.96,0.17,0
"8",-91.5,-165.513305967591,1.96,0.17,0
"8",-90,-164.031724616938,1.96,0.17,0
"8",-89.5,-158.310903875972,1.96,0.17,0
"8",-89,-151.358311170284,1.96,0.17,0
"8",-88.5,-145.230238785714,1.96,0.17,0
"8",-88,-140.607654245678,1.96,0.17,0
"8",-87.5,-137.150625061424,1.96,0.17,0
"8",-87,-134.871305272673,1.96,0.17,0
"8",-86.5,-134.048312024416,1.96,0.17,0
"8",-86,-134.06321324868,1.96,0.17,0
"8",-85,-133.495696723675,1.96,0.17,0
"8",-82,-135.377456979305,1.96,0.17,0
"8",-79,-119.875434118466,1.96,0.17,0
"8",-78.5,-128.765718786994,1.96,0.17,0
"8",-77,-155.090956758765,1.96,0.17,0
"8",-76.5,-150.87031856002,1.96,0.17,0
"8",-76,-143.124704253698,1.96,0.17,0
"8",-75,-135.272948604237,1.96,0.17,0
"8",-72,-114.229199458596,1.96,0.17,0
"8",-71,-112.118840538658,1.96,0.17,0
"8",-69.5,-119.700542701416,1.96,0.17,0
"8",-67.5,-121.849502734523,1.96,0.17,0
"8",-67,-116.881245978586,1.96,0.17,0
"8",-64.5,-93.4661125993519,1.96,0.17,0
"8",-64,-92.0656540198363,1.96,0.17,0
"8",-62,-119.695201273056,1.96,0.17,0
"8",-61.5,-123.264572902202,1.96,0.17,0
"8",-61,-125.708341496899,1.96,0.17,0
"8",-59.5,-121.347208582054,1.96,0.17,0
"8",-59,-119.732680242099,1.96,0.17,0
"8",-57.5,-118.239029695345,1.96,0.17,0
"8",-57,-114.095080576691,1.96,0.17,0
"8",-56.5,-109.880494037431,1.96,0.17,0
"8",-56,-106.242578125108,1.96,0.17,0
"8",-55.5,-103.225034594098,1.96,0.17,0
"8",-54,-105.527989363578,1.96,0.17,0
"8",-53.5,-107.817656670587,1.96,0.17,0
"8",-52,-103.498130468751,1.96,0.17,0
"8",-51.5,-102.665592556708,1.96,0.17,0
"8",-51,-101.103402478194,1.96,0.17,0
"8",-49.5,-104.895945679098,1.96,0.17,0
"8",-48.5,-114.662993236368,1.96,0.17,0
"8",-47,-105.352314765189,1.96,0.17,0
"8",-43.5,-76.4464687470554,1.96,0.17,0
"8",-43,-79.4381132950892,1.96,0.17,0
"8",-42.5,-80.1208848851686,1.96,0.17,0
"8",-40.5,-89.7703174420735,1.96,0.17,0
"8",-39,-101.324149841845,1.96,0.17,0
"8",-35.5,-62.3471028951813,1.96,0.17,0
"8",-34.5,-55.9854272566242,1.96,0.17,0
"8",-34,-48.8692600083178,1.96,0.17,0
"8",-32.5,-48.3862948640352,1.96,0.17,0
"8",-32,-54.375818721357,1.96,0.17,0
"8",-31.5,-57.8099652824068,1.96,0.17,0
"8",-30.5,-55.387445429458,1.96,0.17,0
"8",-30,-52.7297972411304,1.96,0.17,0
"8",-29.5,-51.3469641418534,1.96,0.17,0
"8",-29,-52.5530219044468,1.96,0.17,0
"8",-28.5,-57.1308359655529,1.96,0.17,0
"8",-28,-64.3339108810993,1.96,0.17,0
"8",-27,-75.9836261433005,1.96,0.17,0
"8",-26.5,-76.8356187612448,1.96,0.17,0
"8",-26,-74.6574527030166,1.96,0.17,0
"8",-25,-65.1616184305994,1.96,0.17,0
"8",-24,-56.843552766353,1.96,0.17,0
"8",-23.5,-55.1837619864072,1.96,0.17,0
"8",-23,-55.7775721725665,1.96,0.17,0
"8",-20,-52.2667777431644,1.96,0.17,0
"8",-19.5,-42.8182571705388,1.96,0.17,0
"8",-18.5,-23.151467840824,1.96,0.17,0
"8",-16.5,-36.2321548161413,1.96,0.17,0
"8",-15.5,-45.0789809874109,1.96,0.17,0
"8",-14.5,-51.5210986622356,1.96,0.17,0
"8",-14,-56.710564854452,1.96,0.17,0
"8",-13.5,-58.6032530762629,1.96,0.17,0
"8",-12.5,-45.1397142110008,1.96,0.17,0
"8",-11,-25.6177032871003,1.96,0.17,0
"8",-10.5,-19.9745750259831,1.96,0.17,0
"8",-9.5,-7.7963979560688,1.96,0.17,0
"8",-9,-9.07034697306981,1.96,0.17,0
"8",-7,-29.5134151240931,1.96,0.17,0
"8",-6.5,-28.9313650952663,1.96,0.17,0
"8",-6,-30.8949751356322,1.96,0.17,0
"8",-4,-25.6647672917497,1.96,0.17,0
"8",-3,-21.7316495440672,1.96,0.17,0
"8",-2,-31.5439569662633,1.96,0.17,0
"8",-1.5,-35.0963954170909,1.96,0.17,0
"8",-0.5,-19.545467282863,1.96,0.17,0
"8",0,-9.54610103159223,1.96,0.17,0
"8",0.5,-5.71966963236372,1.96,0.17,0
"8",1,-6.62804044514025,1.96,0.17,0
"8",1.5,-8.39271187876987,1.96,0.17,0
"8",2.5,-7.0235504766778,1.96,0.17,0
"8",3,-5.14276025105659,1.96,0.17,0
"8",4,-6.96097871116691,1.96,0.17,0
"8",5,-6.13225176351213,1.96,0.17,0
"8",6,-2.55510391673454,1.96,0.17,0
"8",6.5,-3.79114111179378,1.96,0.17,0
"8",7.5,-5.72175110062568,1.96,0.17,0
"8",9,-16.352515543417,1.96,0.17,0
"8",10.5,-19.0379340765293,1.96,0.17,0
"8",11,-18.1815004849926,1.96,0.17,0
"8",12,-15.2485543994274,1.96,0.17,0
"8",12.5,-16.202497030126,1.96,0.17,0
"8",14.5,-28.7062945974603,1.96,0.17,0
"8",15.5,-14.9774843032693,1.96,0.17,0
"8",16,-9.31762650542148,1.96,0.17,0
"8",16.5,-6.71761670642905,1.96,0.17,0
"8",17,-6.14382095124576,1.96,0.17,0
"8",18,-4.95967757165468,1.96,0.17,0
"8",19,1.31397136052759,1.96,0.17,0
"8",19.5,5.10723544540796,1.96,0.17,0
"8",20.5,8.55148590690312,1.96,0.17,0
"8",21,8.37027896977805,1.96,0.17,0
"8",21.5,7.74077613954038,1.96,0.17,0
"8",23,8.67002195528915,1.96,0.17,0
"8",23.5,10.6208303074551,1.96,0.17,0
"8",24,17.1178726206577,1.96,0.17,0
"8",25,38.1619419933175,1.96,0.17,0
"8",26,32.6949714277501,1.96,0.17,0
"8",27,21.7596988297134,1.96,0.17,0
"8",28.5,31.1923833905107,1.96,0.17,0
"8",29,29.627749358568,1.96,0.17,0
"8",30,22.8324164354347,1.96,0.17,0
"8",32,30.4790514617556,1.96,0.17,0
"8",33,34.6914653135555,1.96,0.17,0
"8",35,15.1376124946306,1.96,0.17,0
"8",35.5,11.7974934820622,1.96,0.17,0
"8",36,11.9497899553623,1.96,0.17,0
"8",37,21.8324633736149,1.96,0.17,0
"8",38.5,38.7884622618757,1.96,0.17,0
"8",39.5,38.1650907101776,1.96,0.17,0
"8",40,33.9887594052084,1.96,0.17,0
"8",41,24.9261320195079,1.96,0.17,0
"8",41.5,21.112659533988,1.96,0.17,0
"8",43.5,33.3105334705569,1.96,0.17,0
"8",44,39.1002531980901,1.96,0.17,0
"8",45,42.7492572497377,1.96,0.17,0
"8",45.5,44.4121737435332,1.96,0.17,0
"8",46,47.3641560409545,1.96,0.17,0
"8",46.5,49.6308513208688,1.96,0.17,0
"8",47,49.2258560825488,1.96,0.17,0
"8",47.5,47.3121733610149,1.96,0.17,0
"8",48.5,47.6036252123433,1.96,0.17,0
"8",51,43.3746381217668,1.96,0.17,0
"8",52.5,45.6744971900534,1.96,0.17,0
"8",53,49.1240264877014,1.96,0.17,0
"8",53.5,52.072460477094,1.96,0.17,0
"8",54,55.03826044104,1.96,0.17,0
"8",54.5,59.1831679771434,1.96,0.17,0
"8",56,62.6687233496302,1.96,0.17,0
"8",56.5,59.9768461864712,1.96,0.17,0
"8",57,59.6321992823116,1.96,0.17,0
"8",57.5,61.9680559445957,1.96,0.17,0
"8",58.5,61.1011212640505,1.96,0.17,0
"8",59,55.4579172296369,1.96,0.17,0
"8",60,52.5228071097627,1.96,0.17,0
"8",61,69.7931154922021,1.96,0.17,0
"8",61.5,77.0271766029958,1.96,0.17,0
"8",62,77.0407037668606,1.96,0.17,0
"8",63,59.7216981080503,1.96,0.17,0
"8",63.5,50.9288577228107,1.96,0.17,0
"8",65.5,57.8244880528615,1.96,0.17,0
"8",67,66.5952147934108,1.96,0.17,0
"8",67.5,62.3886402083871,1.96,0.17,0
"8",68,59.8637373034954,1.96,0.17,0
"8",69.5,63.1854755234932,1.96,0.17,0
"8",70.5,51.7280500096904,1.96,0.17,0
"8",71,45.9818822458895,1.96,0.17,0
"8",74,71.028836180135,1.96,0.17,0
"8",75,87.4251967162998,1.96,0.17,0
"8",76,99.602280497746,1.96,0.17,0
"8",77,95.7920714966976,1.96,0.17,0
"8",77.5,89.3959564586185,1.96,0.17,0
"8",78.5,77.558050899058,1.96,0.17,0
"8",79,76.7061546424726,1.96,0.17,0
"8",79.5,80.8379906889056,1.96,0.17,0
"8",80.5,89.9532222603181,1.96,0.17,0
"8",82,98.3081578579632,1.96,0.17,0
"8",82.5,104.660536897656,1.96,0.17,0
"8",83,110.202053007324,1.96,0.17,0
"8",84.5,130.191438098826,1.96,0.17,0
"8",86,129.550945795701,1.96,0.17,0
"8",86.5,119.372727736769,1.96,0.17,0
"8",87.5,108.334004883882,1.96,0.17,0
"8",88,107.066261239021,1.96,0.17,0
"8",88.5,104.250211025037,1.96,0.17,0
"8",89.5,96.1085067552669,1.96,0.17,0
"8",94,130.715371802623,1.96,0.17,0
"8",95.5,128.670629255375,1.96,0.17,0
"8",96,127.088563181055,1.96,0.17,0
"8",97,123.187431010076,1.96,0.17,0
"8",98.5,128.835412888769,1.96,0.17,0
"9",-100,-149.444037891507,1.96,0.17,0
"9",-99,-140.24234447302,1.96,0.17,0
"9",-98,-144.758193577429,1.96,0.17,0
"9",-97.5,-150.662231361478,1.96,0.17,0
"9",-96,-166.502056361314,1.96,0.17,0
"9",-95.5,-165.784161759447,1.96,0.17,0
"9",-95,-161.302018460706,1.96,0.17,0
"9",-94,-149.106131383867,1.96,0.17,0
"9",-93,-145.548909191417,1.96,0.17,0
"9",-91,-172.203972419951,1.96,0.17,0
"9",-90,-163.996860290341,1.96,0.17,0
"9",-89.5,-157.754275611803,1.96,0.17,0
"9",-89,-150.986161471931,1.96,0.17,0
"9",-88.5,-145.225159872608,1.96,0.17,0
"9",-88,-142.047175721169,1.96,0.17,0
"9",-87.5,-141.639642777321,1.96,0.17,0
"9",-84,-133.598573449279,1.96,0.17,0
"9",-83.5,-134.167484900412,1.96,0.17,0
"9",-81.5,-132.389471852608,1.96,0.17,0
"9",-78.5,-131.861205133361,1.96,0.17,0
"9",-78,-143.524977049587,1.96,0.17,0
"9",-77,-152.334053250497,1.96,0.17,0
"9",-76.5,-145.905721199132,1.96,0.17,0
"9",-74.5,-131.391566370743,1.96,0.17,0
"9",-74,-132.476550866505,1.96,0.17,0
"9",-73.5,-129.127134138648,1.96,0.17,0
"9",-72.5,-114.000700551491,1.96,0.17,0
"9",-70,-114.569269013752,1.96,0.17,0
"9",-69,-118.220947881014,1.96,0.17,0
"9",-68.5,-119.774911460893,1.96,0.17,0
"9",-68,-121.500012151865,1.96,0.17,0
"9",-67.5,-121.608525378448,1.96,0.17,0
"9",-67,-118.818935649594,1.96,0.17,0
"9",-65,-100.964113240569,1.96,0.17,0
"9",-64.5,-96.2926108986278,1.96,0.17,0
"9",-64,-93.7141035028212,1.96,0.17,0
"9",-63,-101.350485303989,1.96,0.17,0
"9",-62,-114.146658400658,1.96,0.17,0
"9",-61,-120.226145894719,1.96,0.17,0
"9",-60.5,-121.297341718666,1.96,0.17,0
"9",-60,-120.746766350268,1.96,0.17,0
"9",-56,-106.766893796032,1.96,0.17,0
"9",-55.5,-106.057156185951,1.96,0.17,0
"9",-55,-104.295360514105,1.96,0.17,0
"9",-54.5,-101.875840926407,1.96,0.17,0
"9",-53.5,-100.662518264885,1.96,0.17,0
"9",-53,-101.883145241694,1.96,0.17,0
"9",-52,-104.229861078788,1.96,0.17,0
"9",-50.5,-93.750581281596,1.96,0.17,0
"9",-49.5,-96.0661250778782,1.96,0.17,0
"9",-49,-102.744303472457,1.96,0.17,0
"9",-47.5,-106.320197964293,1.96,0.17,0
"9",-47,-102.336294534484,1.96,0.17,0
"9",-46.5,-97.1123371806598,1.96,0.17,0
"9",-46,-89.620584039586,1.96,0.17,0
"9",-45.5,-80.7716047670765,1.96,0.17,0
"9",-42.5,-84.0227046048175,1.96,0.17,0
"9",-42,-81.1111320175431,1.96,0.17,0
"9",-41,-81.5910665150841,1.96,0.17,0
"9",-39,-99.6561015227878,1.96,0.17,0
"9",-38.5,-90.1783189568317,1.96,0.17,0
"9",-37,-62.7490943551845,1.96,0.17,0
"9",-36.5,-59.7174195444905,1.96,0.17,0
"9",-36,-59.5066311594274,1.96,0.17,0
"9",-35.5,-60.0558756418602,1.96,0.17,0
"9",-34.5,-55.0033110501708,1.96,0.17,0
"9",-34,-48.9289625842222,1.96,0.17,0
"9",-33.5,-44.3543352959061,1.96,0.17,0
"9",-33,-44.7441649253593,1.96,0.17,0
"9",-32,-56.8704650403015,1.96,0.17,0
"9",-31.5,-59.8700243696872,1.96,0.17,0
"9",-31,-57.8657937075511,1.96,0.17,0
"9",-30.5,-53.7918374049255,1.96,0.17,0
"9",-28.5,-53.9140931392614,1.96,0.17,0
"9",-27.5,-65.5892173510167,1.96,0.17,0
"9",-25.5,-66.9665097710872,1.96,0.17,0
"9",-23,-58.7815437637629,1.96,0.17,0
"9",-22,-63.8821523151895,1.96,0.17,0
"9",-21,-62.8548288753095,1.96,0.17,0
"9",-20,-51.4380615447048,1.96,0.17,0
"9",-19.5,-41.5527662946761,1.96,0.17,0
"9",-19,-31.3422198108101,1.96,0.17,0
"9",-18,-20.0774710101351,1.96,0.17,0
"9",-17.5,-21.466174374145,1.96,0.17,0
"9",-15.5,-44.3415205376394,1.96,0.17,0
"9",-14.5,-52.6993203780252,1.96,0.17,0
"9",-13,-51.8114674860945,1.96,0.17,0
"9",-11.5,-26.3409769002817,1.96,0.17,0
"9",-10,-17.0926336556266,1.96,0.17,0
"9",-9.5,-16.113425040292,1.96,0.17,0
"9",-8.5,-25.4611632123688,1.96,0.17,0
"9",-7.5,-33.5858038663355,1.96,0.17,0
"9",-6.5,-31.9510744821263,1.96,0.17,0
"9",-5.5,-39.3171419151544,1.96,0.17,0
"9",-4.5,-36.8905452620535,1.96,0.17,0
"9",-4,-31.8201574559645,1.96,0.17,0
"9",-3,-26.3617351178073,1.96,0.17,0
"9",-2,-30.4936132448969,1.96,0.17,0
"9",-0.5,-16.1901180700789,1.96,0.17,0
"9",0.5,-2.53550974605685,1.96,0.17,0
"9",1.5,-7.54015534170394,1.96,0.17,0
"9",2.5,-7.51398034946514,1.96,0.17,0
"9",5,-11.0590196778534,1.96,0.17,0
"9",6.5,-8.52792352080757,1.96,0.17,0
"9",7.5,-12.702025296643,1.96,0.17,0
"9",8,-14.5755669562247,1.96,0.17,0
"9",9,-19.1272895181276,1.96,0.17,0
"9",10,-18.9784628181242,1.96,0.17,0
"9",10.5,-17.9970805588539,1.96,0.17,0
"9",11,-17.249947705954,1.96,0.17,0
"9",12.5,-20.626660194889,1.96,0.17,0
"9",14,-28.6993581163939,1.96,0.17,0
"9",15,-18.1075056803456,1.96,0.17,0
"9",17,-11.510456517743,1.96,0.17,0
"9",17.5,-11.6312529445811,1.96,0.17,0
"9",18,-9.32681887871628,1.96,0.17,0
"9",18.5,-4.26036494132971,1.96,0.17,0
"9",19,2.35666506719477,1.96,0.17,0
"9",19.5,7.9423492553566,1.96,0.17,0
"9",20,10.6807614313347,1.96,0.17,0
"9",22,11.6698272089359,1.96,0.17,0
"9",23.5,11.2851356785328,1.96,0.17,0
"9",24.5,27.1524972455643,1.96,0.17,0
"9",25,34.4697579603108,1.96,0.17,0
"9",25.5,35.5938081413368,1.96,0.17,0
"9",26,30.7521812278922,1.96,0.17,0
"9",28.5,27.6393129943482,1.96,0.17,0
"9",31,15.6090871753558,1.96,0.17,0
"9",32,21.613371782924,1.96,0.17,0
"9",33,28.543307309029,1.96,0.17,0
"9",33.5,27.5002925941425,1.96,0.17,0
"9",34,23.9219515060927,1.96,0.17,0
"9",35.5,14.4593941202731,1.96,0.17,0
"9",36.5,16.157704917079,1.96,0.17,0
"9",37,21.3009369998354,1.96,0.17,0
"9",37.5,28.0412432093715,1.96,0.17,0
"9",38,33.5345286832129,1.96,0.17,0
"9",38.5,36.0777280348095,1.96,0.17,0
"9",40.5,27.57012831304,1.96,0.17,0
"9",41,24.2583669476349,1.96,0.17,0
"9",43,32.2673667908364,1.96,0.17,0
"9",44,42.1991409069076,1.96,0.17,0
"9",44.5,47.2650559080587,1.96,0.17,0
"9",45,50.8272957025608,1.96,0.17,0
"9",46,53.2866394153478,1.96,0.17,0
"9",47,50.0785797927571,1.96,0.17,0
"9",48,44.5586383909096,1.96,0.17,0
"9",49,45.0497583312225,1.96,0.17,0
"9",49.5,43.7069291787628,1.96,0.17,0
"9",51,42.2537146772026,1.96,0.17,0
"9",52,38.6390373737013,1.96,0.17,0
"9",52.5,41.4796155610186,1.96,0.17,0
"9",53.5,53.2134510341392,1.96,0.17,0
"9",54,57.7630042143362,1.96,0.17,0
"9",54.5,61.0862053329196,1.96,0.17,0
"9",55,62.4632386896301,1.96,0.17,0
"9",55.5,61.4868130089879,1.96,0.17,0
"9",56,58.9315292228631,1.96,0.17,0
"9",57,56.6267223039844,1.96,0.17,0
"9",58.5,59.1707957146355,1.96,0.17,0
"9",59.5,48.1355183271247,1.96,0.17,0
"9",61.5,72.3411401917115,1.96,0.17,0
"9",62.5,64.0867790131865,1.96,0.17,0
"9",63,56.0980488477738,1.96,0.17,0
"9",63.5,50.6539337617462,1.96,0.17,0
"9",64.5,46.0130890064512,1.96,0.17,0
"9",65.5,52.9130774651994,1.96,0.17,0
"9",66,60.1112711324,1.96,0.17,0
"9",69,64.7550039514836,1.96,0.17,0
"9",70,56.8643580346141,1.96,0.17,0
"9",70.5,49.6291084117787,1.96,0.17,0
"9",71,44.8228568614538,1.96,0.17,0
"9",72,46.3561361644923,1.96,0.17,0
"9",72.5,50.9206658014307,1.96,0.17,0
"9",74.5,75.123607442639,1.96,0.17,0
"9",75.5,89.9776452563877,1.96,0.17,0
"9",76,95.0160646552089,1.96,0.17,0
"9",76.5,94.2914237290424,1.96,0.17,0
"9",77,88.3512447577874,1.96,0.17,0
"9",78,76.6980336088209,1.96,0.17,0
"9",79.5,82.2295126783599,1.96,0.17,0
"9",81.5,90.7966607713993,1.96,0.17,0
"9",82,95.8551207711454,1.96,0.17,0
"9",86,131.621104081098,1.96,0.17,0
"9",86.5,122.621802588038,1.96,0.17,0
"9",88,110.330880112716,1.96,0.17,0
"9",89,101.469648880177,1.96,0.17,0
"9",89.5,98.5688698630393,1.96,0.17,0
"9",90,102.199757110014,1.96,0.17,0
"9",92,126.032846059024,1.96,0.17,0
"9",92.5,126.260282015161,1.96,0.17,0
"9",93.5,130.620658152148,1.96,0.17,0
"9",94,131.960879477466,1.96,0.17,0
"9",94.5,131.288097601396,1.96,0.17,0
"9",95,129.628363255544,1.96,0.17,0
"9",95.5,128.237530599991,1.96,0.17,0
"9",96,127.663600169395,1.96,0.17,0
"9",98.5,126.293499565264,1.96,0.17,0
"9",99,126.083557019427,1.96,0.17,0
"9",100,124.081891271939,1.96,0.17,0
"10",-100,-144.638093660232,1.96,0.17,0
"10",-99,-133.444000338502,1.96,0.17,0
"10",-98.5,-134.697449763569,1.96,0.17,0
"10",-98,-140.601477008711,1.96,0.17,0
"10",-97,-158.261306711286,1.96,0.17,0
"10",-95.5,-171.636863596173,1.96,0.17,0
"10",-94,-146.715602982538,1.96,0.17,0
"10",-93.5,-141.079402328017,1.96,0.17,0
"10",-92,-157.92131353785,1.96,0.17,0
"10",-89,-147.351465769209,1.96,0.17,0
"10",-87.5,-137.091157797926,1.96,0.17,0
"10",-86.5,-138.774069492751,1.96,0.17,0
"10",-85,-134.719539921058,1.96,0.17,0
"10",-84,-139.33020783415,1.96,0.17,0
"10",-83,-139.492854285579,1.96,0.17,0
"10",-82,-134.199278451572,1.96,0.17,0
"10",-80.5,-121.670899045716,1.96,0.17,0
"10",-80,-117.550947607486,1.96,0.17,0
"10",-79,-118.824252757065,1.96,0.17,0
"10",-78,-138.566213546019,1.96,0.17,0
"10",-77,-153.534640429448,1.96,0.17,0
"10",-75.5,-138.602784933755,1.96,0.17,0
"10",-74,-142.123501324585,1.96,0.17,0
"10",-73.5,-137.991614411143,1.96,0.17,0
"10",-73,-129.802092615505,1.96,0.17,0
"10",-72.5,-121.072221513793,1.96,0.17,0
"10",-72,-114.639138254179,1.96,0.17,0
"10",-71,-111.625839972447,1.96,0.17,0
"10",-69.5,-116.45022376147,1.96,0.17,0
"10",-68.5,-120.858953213063,1.96,0.17,0
"10",-68,-123.262023793597,1.96,0.17,0
"10",-67,-118.66006128128,1.96,0.17,0
"10",-66,-109.16730737266,1.96,0.17,0
"10",-64.5,-92.4922367366889,1.96,0.17,0
"10",-64,-89.5536338697321,1.96,0.17,0
"10",-63.5,-93.4653289536414,1.96,0.17,0
"10",-62.5,-112.541065210232,1.96,0.17,0
"10",-61.5,-122.506708686592,1.96,0.17,0
"10",-60,-120.544552588052,1.96,0.17,0
"10",-59.5,-118.223554622602,1.96,0.17,0
"10",-58.5,-120.412301707164,1.96,0.17,0
"10",-58,-120.167024810078,1.96,0.17,0
"10",-57,-112.309822576286,1.96,0.17,0
"10",-56,-107.351240287037,1.96,0.17,0
"10",-55.5,-106.187899569162,1.96,0.17,0
"10",-54,-102.081489317435,1.96,0.17,0
"10",-53.5,-101.042372121143,1.96,0.17,0
"10",-53,-99.8110963057001,1.96,0.17,0
"10",-52.5,-99.9008701559296,1.96,0.17,0
"10",-52,-102.12008608932,1.96,0.17,0
"10",-51.5,-104.230381587721,1.96,0.17,0
"10",-50.5,-99.7801553855097,1.96,0.17,0
"10",-50,-98.4058026163999,1.96,0.17,0
"10",-49.5,-102.166030481155,1.96,0.17,0
"10",-49,-109.217347453603,1.96,0.17,0
"10",-48,-115.03729975788,1.96,0.17,0
"10",-45,-71.8135994083686,1.96,0.17,0
"10",-44,-78.65965353221,1.96,0.17,0
"10",-43.5,-84.3547716806324,1.96,0.17,0
"10",-43,-87.2780600055215,1.96,0.17,0
"10",-40.5,-88.6075671191926,1.96,0.17,0
"10",-40,-96.0741855576699,1.96,0.17,0
"10",-38.5,-88.6271467781852,1.96,0.17,0
"10",-38,-78.5856013995989,1.96,0.17,0
"10",-37.5,-70.0877704979071,1.96,0.17,0
"10",-36.5,-62.8109369877314,1.96,0.17,0
"10",-36,-61.9516811670137,1.96,0.17,0
"10",-35.5,-60.6247844474927,1.96,0.17,0
"10",-34,-44.1106306403083,1.96,0.17,0
"10",-33,-42.2484971877016,1.96,0.17,0
"10",-32.5,-48.3658697673836,1.96,0.17,0
"10",-31.5,-56.0525034635388,1.96,0.17,0
"10",-31,-53.2867118283065,1.96,0.17,0
"10",-30.5,-48.376901801383,1.96,0.17,0
"10",-30,-43.980608437301,1.96,0.17,0
"10",-27.5,-62.9031233280219,1.96,0.17,0
"10",-27,-67.2377685300307,1.96,0.17,0
"10",-26.5,-67.1289363683347,1.96,0.17,0
"10",-26,-64.4662752487329,1.96,0.17,0
"10",-24.5,-55.0085313994631,1.96,0.17,0
"10",-24,-53.8963415619093,1.96,0.17,0
"10",-23,-58.3273157354889,1.96,0.17,0
"10",-22,-64.4460628256771,1.96,0.17,0
"10",-21.5,-65.4344448944766,1.96,0.17,0
"10",-21,-64.680768553093,1.96,0.17,0
"10",-20,-54.6950049950938,1.96,0.17,0
"10",-18,-23.5515580018254,1.96,0.17,0
"10",-17.5,-24.7415893903264,1.96,0.17,0
"10",-17,-28.4800032523918,1.96,0.17,0
"10",-16.5,-33.1183049419612,1.96,0.17,0
"10",-15.5,-40.1406850478481,1.96,0.17,0
"10",-15,-44.629626775323,1.96,0.17,0
"10",-14,-58.5523928063454,1.96,0.17,0
"10",-13.5,-61.3291803891125,1.96,0.17,0
"10",-13,-57.3338191334045,1.96,0.17,0
"10",-12.5,-48.1112384776892,1.96,0.17,0
"10",-12,-37.4737395243738,1.96,0.17,0
"10",-11.5,-28.6837193956175,1.96,0.17,0
"10",-9,-12.6515918993654,1.96,0.17,0
"10",-8.5,-18.078830345391,1.96,0.17,0
"10",-8,-24.9944624484354,1.96,0.17,0
"10",-7.5,-28.2904814638712,1.96,0.17,0
"10",-6,-30.4472225008065,1.96,0.17,0
"10",-4.5,-33.2765523903765,1.96,0.17,0
"10",-3.5,-23.3560838843911,1.96,0.17,0
"10",-2.5,-22.9092476229771,1.96,0.17,0
"10",-1.5,-29.6896790977584,1.96,0.17,0
"10",-0.5,-13.8774601716663,1.96,0.17,0
"10",0,-2.6757457244681,1.96,0.17,0
"10",0.5,1.45282411276627,1.96,0.17,0
"10",1,-2.14817845355709,1.96,0.17,0
"10",4,-2.63716983092489,1.96,0.17,0
"10",4.5,-4.22036103765752,1.96,0.17,0
"10",5,-4.21877512248153,1.96,0.17,0
"10",6,-3.20321925717958,1.96,0.17,0
"10",7.5,-14.5884499666642,1.96,0.17,0
"10",9,-26.6609168900631,1.96,0.17,0
"10",10,-22.7072586160315,1.96,0.17,0
"10",12,-12.3222254224173,1.96,0.17,0
"10",14,-28.7868502562658,1.96,0.17,0
"10",15,-21.1787168486136,1.96,0.17,0
"10",16.5,-7.81558332106596,1.96,0.17,0
"10",19,4.64935433720865,1.96,0.17,0
"10",19.5,8.4094045225653,1.96,0.17,0
"10",20,10.6346811028553,1.96,0.17,0
"10",20.5,11.518839408481,1.96,0.17,0
"10",21,11.6056899440306,1.96,0.17,0
"10",21.5,11.2373664394585,1.96,0.17,0
"10",22.5,10.4413855050016,1.96,0.17,0
"10",23.5,10.1505285395363,1.96,0.17,0
"10",25,30.2827631483711,1.96,0.17,0
"10",27.5,22.8064480185729,1.96,0.17,0
"10",28,25.9953349174805,1.96,0.17,0
"10",29,29.7797027647536,1.96,0.17,0
"10",30.5,23.590353143521,1.96,0.17,0
"10",31.5,22.4430125838203,1.96,0.17,0
"10",33.5,22.6933612748012,1.96,0.17,0
"10",34.5,10.9518038921766,1.96,0.17,0
"10",35,7.28678342926109,1.96,0.17,0
"10",36,7.98912639319971,1.96,0.17,0
"10",37,17.1471095953403,1.96,0.17,0
"10",39,37.9675082425071,1.96,0.17,0
"10",40.5,30.3472040329584,1.96,0.17,0
"10",41,24.0695705290102,1.96,0.17,0
"10",42,16.4408712184652,1.96,0.17,0
"10",43,25.1605811030372,1.96,0.17,0
"10",43.5,34.1995575597661,1.96,0.17,0
"10",45.5,49.6980847704912,1.96,0.17,0
"10",47.5,48.1571577860752,1.96,0.17,0
"10",48.5,51.2576087125571,1.96,0.17,0
"10",49.5,51.5253185604636,1.96,0.17,0
"10",51.5,41.2509747926898,1.96,0.17,0
"10",54,61.5259120913854,1.96,0.17,0
"10",56,57.4954861113501,1.96,0.17,0
"10",57.5,61.8218185131252,1.96,0.17,0
"10",58.5,63.8976311632498,1.96,0.17,0
"10",59,58.0752882618348,1.96,0.17,0
"10",59.5,51.5761920654559,1.96,0.17,0
"10",60.5,55.0959259342595,1.96,0.17,0
"10",62.5,64.3620715655332,1.96,0.17,0
"10",63,56.7299462015398,1.96,0.17,0
"10",64,47.3055885241889,1.96,0.17,0
"10",64.5,48.0366882820149,1.96,0.17,0
"10",65.5,61.4558622297177,1.96,0.17,0
"10",67,66.4876742472504,1.96,0.17,0
"10",67.5,62.6148774892899,1.96,0.17,0
"10",68.5,60.5206375961852,1.96,0.17,0
"10",69,61.0709479820804,1.96,0.17,0
